"","X1","study","time","male","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"1291",1291,"FLAT",2,0,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2
"1292",1292,"FLAT",2,1,2,2,1,1,2,2,3,1,2,1,2,1,1,2,2,2,2,2,1,1
"1293",1293,"FLAT",2,0,2,1,3,4,1,4,1,1,2,1,1,2,1,1,1,1,2,1,1,1
"1294",1294,"FLAT",2,1,2,2,3,3,2,4,2,2,3,2,2,3,2,2,2,2,2,2,1,1
"1295",1295,"FLAT",2,0,2,3,2,1,2,2,1,2,2,3,3,1,2,1,3,3,2,1,2,3
"1296",1296,"FLAT",2,1,4,4,2,1,3,1,1,2,1,3,4,1,1,1,4,3,1,1,2,4
"1297",1297,"FLAT",2,0,2,3,4,1,2,2,1,2,3,1,3,1,2,1,2,2,1,1,2,2
"1298",1298,"FLAT",2,1,4,2,1,2,3,1,1,3,2,1,2,1,1,1,3,2,1,1,1,1
"1299",1299,"FLAT",2,0,3,3,1,2,3,2,2,2,1,2,2,1,1,1,3,2,1,1,1,2
"1300",1300,"FLAT",2,1,3,3,2,2,3,1,2,4,2,3,3,2,2,1,3,3,2,1,1,3
"1301",1301,"FLAT",2,0,2,3,3,1,2,1,1,2,3,3,2,2,2,1,2,2,1,1,2,2
"1302",1302,"FLAT",2,1,1,2,2,2,2,2,2,1,1,3,1,1,1,2,2,2,1,1,1,1
"1303",1303,"FLAT",2,0,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1,2,1,1,2
"1304",1304,"FLAT",2,1,1,3,2,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1
"1305",1305,"FLAT",2,0,3,3,1,3,3,3,3,2,3,3,2,1,1,2,3,2,3,1,1,2
"1306",1306,"FLAT",2,1,3,3,1,1,3,1,2,2,1,3,2,1,1,1,2,2,2,1,1,3
"1307",1307,"FLAT",2,0,2,4,3,1,2,1,3,2,3,2,3,3,1,2,2,2,1,3,2,2
"1308",1308,"FLAT",2,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"1309",1309,"FLAT",2,0,3,3,1,1,3,1,2,2,1,2,3,1,1,1,2,2,1,1,3,3
"1310",1310,"FLAT",2,1,4,4,4,4,4,2,1,2,3,3,4,3,3,3,4,4,2,2,2,2
"1311",1311,"FLAT",2,0,2,3,3,1,2,3,3,2,2,1,3,2,2,2,2,2,2,1,1,1
"1312",1312,"FLAT",2,1,2,2,2,4,2,3,3,1,2,2,1,2,1,1,2,2,3,1,1,1
"1313",1313,"FLAT",2,0,2,1,2,2,1,3,4,1,3,1,1,2,3,1,2,1,1,1,1,1
"1314",1314,"FLAT",2,1,2,2,2,4,2,4,4,2,2,1,1,2,1,1,3,2,4,3,1,1
"1315",1315,"FLAT",2,0,3,3,2,3,3,2,3,3,1,3,3,1,1,1,3,2,1,1,2,3
"1316",1316,"FLAT",2,1,3,3,1,1,3,1,1,3,1,3,1,1,1,1,3,3,1,1,2,3
"1317",1317,"FLAT",2,0,4,4,1,2,3,2,2,2,1,4,4,2,1,1,4,4,2,1,3,4
"1318",1318,"FLAT",2,1,2,2,3,1,2,3,2,1,2,2,2,2,2,2,2,2,3,1,2,2
"1319",1319,"FLAT",2,0,2,2,1,1,3,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2
"1320",1320,"FLAT",2,1,3,3,1,1,3,1,1,2,1,3,2,1,1,1,3,2,1,1,2,3
"1321",1321,"FLAT",2,0,3,3,1,1,3,1,1,3,2,4,4,1,1,1,3,4,1,1,4,4
"1322",1322,"FLAT",2,1,3,3,1,1,3,1,1,2,1,3,4,2,1,1,4,3,1,1,2,3
"1323",1323,"FLAT",2,0,4,4,1,1,4,1,1,2,1,4,2,1,1,1,4,4,1,1,3,3
"1324",1324,"FLAT",2,1,2,2,3,1,2,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1
"1325",1325,"FLAT",2,0,2,3,1,1,2,3,1,1,1,2,3,1,1,1,2,1,1,1,1,1
"1326",1326,"FLAT",2,1,1,1,4,2,1,4,2,1,3,1,2,1,1,1,1,1,3,1,1,1
"1327",1327,"FLAT",2,0,3,3,2,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"1328",1328,"FLAT",2,1,3,3,2,1,3,2,2,3,2,3,4,2,2,2,3,4,2,2,3,3
"1329",1329,"FLAT",2,0,2,3,3,2,2,2,4,1,3,2,3,3,2,3,1,2,3,2,2,2
"1330",1330,"FLAT",2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1
"1331",1331,"FLAT",2,0,2,2,3,2,1,2,4,1,2,2,2,1,2,1,1,1,1,2,1,1
"1332",1332,"FLAT",2,1,2,2,2,1,2,2,2,1,3,4,NA,3,2,1,3,2,1,2,2,2
"1333",1333,"FLAT",2,0,2,3,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,2,2
"1334",1334,"FLAT",2,1,3,4,3,2,3,1,1,2,3,1,2,1,2,3,2,2,1,2,2,2
"1335",1335,"FLAT",2,0,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3
"1336",1336,"FLAT",2,1,2,3,2,2,3,1,1,3,2,3,3,3,2,1,3,3,1,2,3,3
"1337",1337,"FLAT",2,0,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2
"1338",1338,"FLAT",2,1,4,4,1,1,3,1,1,3,1,3,3,1,1,1,3,4,1,1,3,3
"1339",1339,"FLAT",2,0,3,2,2,1,2,3,3,1,2,2,1,1,2,1,3,1,3,1,1,2
"1340",1340,"FLAT",2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1
"1341",1341,"FLAT",2,0,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"1342",1342,"FLAT",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1343",1343,"FLAT",2,0,4,4,1,1,4,1,1,2,2,NA,4,2,2,2,4,4,1,1,1,4
"1344",1344,"FLAT",2,1,2,3,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2
"1345",1345,"FLAT",2,0,2,2,3,1,1,2,3,2,2,1,2,2,2,2,1,1,3,2,1,2
"1346",1346,"FLAT",2,1,4,4,1,1,4,1,1,3,1,2,4,1,1,1,4,4,1,1,4,3
"1347",1347,"FLAT",2,0,2,1,3,3,1,3,1,1,2,1,2,2,1,1,2,1,2,1,1,1
"1348",1348,"FLAT",2,1,2,2,2,1,3,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2
"1349",1349,"FLAT",2,0,3,3,1,1,3,1,1,2,1,3,3,1,2,1,3,3,1,2,2,3
"1350",1350,"FLAT",2,1,1,2,3,2,2,3,1,2,2,1,1,1,1,1,2,1,1,1,1,2
"1351",1351,"FLAT",2,0,3,3,1,1,3,2,2,1,1,3,3,1,1,1,2,1,2,1,1,1
"1352",1352,"FLAT",2,1,2,4,1,1,3,1,1,2,1,2,4,1,1,1,3,4,1,1,4,4
"1353",1353,"FLAT",2,0,1,2,4,2,2,3,3,2,4,2,2,3,3,3,1,2,3,3,1,1
"1354",1354,"FLAT",2,1,2,2,1,1,3,1,2,1,1,2,3,1,1,1,2,3,1,1,1,2
"1355",1355,"FLAT",2,0,2,4,3,1,2,2,1,1,2,3,3,3,3,3,2,2,1,3,1,3
"1356",1356,"FLAT",2,1,3,4,2,1,3,1,1,3,2,3,4,2,1,1,3,3,1,1,3,3
"1357",1357,"FLAT",2,0,1,3,2,1,2,2,1,2,1,3,1,1,1,1,1,1,3,1,1,1
"1358",1358,"FLAT",2,1,2,2,2,1,2,3,3,1,2,2,2,2,1,1,2,1,3,1,1,1
"1359",1359,"FLAT",2,0,3,2,1,2,3,1,1,1,3,2,4,2,2,1,3,2,1,2,2,2
"1360",1360,"FLAT",2,1,2,3,3,1,2,3,3,2,1,2,3,1,2,1,NA,2,2,1,1,2
"1361",1361,"FLAT",2,0,2,2,2,3,2,2,2,2,3,2,2,3,2,1,2,2,3,1,1,2
"1362",1362,"FLAT",2,1,3,3,1,1,3,1,1,1,1,2,1,1,1,1,2,3,2,1,1,2
"1363",1363,"FLAT",2,0,3,3,1,1,3,1,1,2,1,4,3,2,1,1,3,3,1,1,3,3
"1364",1364,"FLAT",2,1,2,3,2,1,2,2,1,2,2,2,3,2,1,1,2,2,1,1,1,2
"1365",1365,"FLAT",2,0,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1
"1366",1366,"FLAT",2,1,1,2,4,1,1,2,4,1,4,2,3,4,4,4,1,2,3,4,2,2
"1367",1367,"FLAT",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1368",1368,"FLAT",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1369",1369,"FLAT",2,0,4,4,1,1,4,1,3,4,1,4,4,1,1,2,4,4,1,2,4,4
"1370",1370,"FLAT",2,1,4,4,1,1,4,1,1,3,1,3,4,1,1,1,4,4,1,1,4,4
"1371",1371,"FLAT",2,0,4,4,1,1,4,1,1,3,1,3,4,1,1,1,3,3,1,1,2,3
"1372",1372,"FLAT",2,1,3,3,2,1,3,1,1,2,2,4,2,2,2,1,3,3,1,1,3,4
"1373",1373,"FLAT",2,0,2,1,3,2,1,1,2,2,2,2,3,2,1,2,2,1,2,1,1,3
"1374",1374,"FLAT",2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,3,3,2,1,2,2
"1375",1375,"FLAT",2,0,2,3,2,1,3,1,1,2,3,2,3,1,1,1,2,2,1,1,2,3
"1376",1376,"FLAT",2,1,2,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,2,4,4
"1377",1377,"FLAT",2,0,3,3,1,1,3,1,1,2,1,2,2,1,1,1,3,2,1,1,1,2
"1378",1378,"FLAT",2,1,2,2,2,2,2,2,1,1,1,2,3,2,1,1,3,2,2,1,1,2
"1379",1379,"FLAT",2,0,4,4,3,2,4,2,4,1,3,3,4,2,2,3,3,3,3,3,3,4
"1380",1380,"FLAT",2,1,2,4,1,1,3,1,1,3,2,3,3,1,2,1,3,3,2,1,2,3
"1381",1381,"FLAT",2,0,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,3,1,1,2,3
"1382",1382,"FLAT",2,1,4,2,2,2,3,2,3,3,2,3,1,2,2,2,4,2,4,2,3,2
"1383",1383,"FLAT",2,0,3,3,1,2,4,2,2,1,1,4,3,1,1,1,3,4,1,1,3,2
"1384",1384,"FLAT",2,1,2,2,2,1,3,1,1,2,1,2,2,1,3,3,2,1,1,2,1,1
"1385",1385,"FLAT",2,0,4,4,2,1,4,2,1,4,2,4,4,1,1,1,4,4,1,1,4,4
"1386",1386,"FLAT",2,1,4,3,1,2,4,1,1,4,2,3,4,1,1,2,3,1,3,1,1,3
"1387",1387,"FLAT",2,0,4,3,1,1,3,1,1,3,2,3,4,1,3,1,3,3,1,1,3,3
"1388",1388,"FLAT",2,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1389",1389,"FLAT",2,0,3,3,3,2,2,2,3,1,3,3,4,1,2,3,2,2,2,2,2,2
"1390",1390,"FLAT",2,1,4,3,1,1,4,1,1,2,1,3,1,1,1,1,2,2,1,1,1,2
"1391",1391,"FLAT",2,0,2,2,2,1,3,3,2,2,1,3,4,1,1,3,2,1,2,1,1,1
"1392",1392,"FLAT",2,1,2,2,NA,1,3,1,1,2,3,3,2,1,2,1,3,3,1,1,3,3
"1393",1393,"FLAT",2,0,3,2,1,1,3,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2
"1394",1394,"FLAT",2,1,4,4,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"1395",1395,"FLAT",2,0,3,3,1,3,3,3,2,1,2,3,4,1,1,1,3,3,1,1,1,2
"1396",1396,"FLAT",2,1,3,3,1,1,3,1,1,3,1,3,3,1,1,2,3,3,1,1,3,3
"1397",1397,"FLAT",2,0,3,3,2,1,2,1,1,2,1,2,2,1,1,1,2,3,1,1,3,2
"1398",1398,"FLAT",2,1,2,2,3,2,2,3,1,2,1,2,2,1,2,1,2,1,1,1,1,2
"1399",1399,"FLAT",2,0,1,1,3,2,1,4,1,1,2,2,1,3,2,2,1,1,3,2,1,1
"1400",1400,"FLAT",2,1,3,3,2,1,2,2,1,1,2,2,3,1,1,1,3,3,1,1,2,2
"1401",1401,"FLAT",2,0,2,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,2
"1402",1402,"FLAT",2,1,1,1,2,3,1,4,3,1,2,1,1,4,1,1,1,1,1,1,1,1
"1403",1403,"FLAT",2,0,3,2,1,2,3,1,2,2,2,3,2,1,1,1,3,2,3,1,1,2
"1404",1404,"FLAT",2,1,2,2,NA,1,1,2,2,1,2,1,2,3,3,3,2,2,3,2,2,2
"1405",1405,"FLAT",2,0,2,3,1,2,3,4,1,2,2,2,3,2,1,3,2,3,1,2,2,2
"1406",1406,"FLAT",2,1,2,2,3,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1
"1407",1407,"FLAT",2,0,2,1,3,4,1,4,4,2,1,1,2,2,3,2,1,1,3,2,1,1
"1408",1408,"FLAT",2,1,2,2,2,1,2,1,2,2,2,3,4,3,2,2,2,3,2,1,2,2
"1409",1409,"FLAT",2,0,4,4,1,2,4,1,2,3,2,4,4,1,2,1,4,4,1,1,4,4
"1410",1410,"FLAT",2,1,3,3,2,1,3,1,2,2,2,3,3,2,1,1,3,3,1,1,2,3
"1411",1411,"FLAT",2,0,1,2,2,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,1,1
"1412",1412,"FLAT",2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1
"1413",1413,"FLAT",2,0,2,1,2,1,1,1,3,1,1,2,1,1,1,1,2,1,2,1,1,1
"1414",1414,"FLAT",2,1,2,2,3,1,2,1,2,2,3,2,3,3,3,2,1,2,3,2,2,2
"1415",1415,"FLAT",2,0,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,3,3
"1416",1416,"FLAT",2,1,3,2,2,1,1,3,3,1,2,2,2,3,1,2,2,2,3,1,1,1
"1417",1417,"FLAT",2,0,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2
"1418",1418,"FLAT",2,1,2,2,4,1,1,3,1,1,2,1,3,2,2,2,1,1,2,2,1,1
"1419",1419,"FLAT",2,0,1,3,4,3,1,4,1,2,4,1,3,2,4,4,1,1,1,4,1,1
"1420",1420,"FLAT",2,1,2,3,2,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,2,2
"1421",1421,"FLAT",2,0,3,3,3,2,3,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1
"1422",1422,"FLAT",2,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1423",1423,"FLAT",2,0,2,2,2,3,3,3,2,1,1,3,NA,1,3,3,1,2,NA,NA,1,2
"1424",1424,"FLAT",2,1,3,3,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,1,2,2
"1425",1425,"FLAT",2,0,2,2,3,2,2,4,3,2,1,2,2,1,1,1,2,1,2,1,1,1
"1426",1426,"FLAT",2,1,3,2,2,1,2,1,3,1,2,2,2,1,2,1,3,2,1,1,1,2
"1427",1427,"FLAT",2,0,1,1,3,3,1,4,1,1,2,2,1,3,1,1,1,1,3,1,1,1
"1428",1428,"FLAT",2,1,2,2,3,1,2,4,2,2,2,2,3,2,1,2,1,1,1,1,1,1
"1429",1429,"FLAT",2,0,2,3,1,1,2,1,1,2,1,3,3,1,1,1,2,3,1,1,1,2
"1430",1430,"FLAT",2,1,3,3,1,1,2,1,1,2,1,3,4,1,1,1,2,3,1,1,2,3
"1431",1431,"FLAT",2,0,4,4,1,1,4,2,1,2,1,3,3,1,2,1,3,2,1,1,2,3
"1432",1432,"FLAT",2,1,3,2,1,1,4,1,1,3,1,3,1,1,1,1,3,2,1,1,1,1
"1433",1433,"FLAT",2,0,3,3,1,1,3,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"1434",1434,"FLAT",2,1,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,3,3,4
"1435",1435,"FLAT",2,0,4,4,1,1,3,1,1,3,1,4,4,1,1,1,3,3,1,1,3,4
"1436",1436,"FLAT",2,1,2,2,2,1,2,1,1,2,2,3,3,1,2,2,3,3,2,1,2,3
"1437",1437,"FLAT",2,0,4,3,1,1,4,1,1,2,1,2,3,1,1,1,3,3,1,1,2,3
"1438",1438,"FLAT",2,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4
"1439",1439,"FLAT",2,0,3,1,1,2,2,2,1,1,2,2,1,1,1,1,3,2,1,1,1,1
"1440",1440,"FLAT",2,1,2,2,1,1,2,2,2,2,1,3,2,1,1,1,2,2,2,1,1,2
"1441",1441,"FLAT",2,0,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"1442",1442,"FLAT",2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1
"1443",1443,"FLAT",2,0,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,3,2,2,2,2
"1444",1444,"FLAT",3,1,2,2,2,1,2,2,2,1,3,2,2,1,1,1,2,1,3,1,1,1
"1445",1445,"FLAT",3,0,2,2,4,1,1,3,2,1,3,1,1,2,1,3,1,1,3,1,1,1
"1446",1446,"FLAT",3,1,3,3,1,2,3,3,1,2,2,3,3,2,1,1,3,3,2,1,3,3
"1447",1447,"FLAT",3,0,3,2,1,1,3,1,2,2,1,2,2,1,2,1,3,2,2,1,1,2
"1448",1448,"FLAT",3,1,3,3,1,2,3,1,1,1,1,2,3,1,1,1,1,3,1,1,2,2
"1449",1449,"FLAT",3,0,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,2
"1450",1450,"FLAT",3,1,3,2,1,1,2,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"1451",1451,"FLAT",3,0,2,4,1,1,2,1,1,3,1,3,3,1,1,1,2,3,1,1,2,3
"1452",1452,"FLAT",3,1,3,2,1,1,3,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2
"1453",1453,"FLAT",3,0,1,2,3,1,1,2,1,1,3,1,2,3,3,3,1,1,3,3,1,1
"1454",1454,"FLAT",3,1,4,3,1,1,3,1,1,2,1,2,2,1,1,1,3,3,1,1,1,3
"1455",1455,"FLAT",3,0,4,4,1,1,4,1,1,3,1,3,3,1,1,1,3,3,1,1,3,3
"1456",1456,"FLAT",3,1,2,4,3,1,2,3,1,3,3,2,4,2,2,2,1,3,2,1,2,2
"1457",1457,"FLAT",3,0,2,3,3,1,2,1,1,2,3,2,3,2,2,3,2,3,2,2,2,2
"1458",1458,"FLAT",3,1,2,4,2,1,2,1,1,2,2,2,2,1,3,1,2,1,1,1,1,2
"1459",1459,"FLAT",3,0,1,1,2,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,1,1
"1460",1460,"FLAT",3,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,3
"1461",1461,"FLAT",3,0,2,2,2,1,1,3,3,2,2,2,1,1,1,1,2,1,1,1,1,1
"1462",1462,"FLAT",3,1,1,2,3,2,1,2,3,1,3,2,2,2,1,1,1,2,2,2,1,2
"1463",1463,"FLAT",3,0,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"1464",1464,"FLAT",3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1465",1465,"FLAT",3,0,4,3,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,2,3
"1466",1466,"FLAT",3,1,4,4,2,1,2,1,1,2,1,3,4,1,1,1,3,3,1,1,2,4
"1467",1467,"FLAT",3,0,2,2,4,1,2,3,1,2,4,2,2,1,1,1,2,2,2,1,1,2
"1468",1468,"FLAT",3,1,1,3,2,1,4,1,1,2,3,1,3,2,2,2,1,4,1,1,2,2
"1469",1469,"FLAT",3,0,1,2,2,2,1,2,1,1,3,2,3,2,3,3,1,1,1,2,2,2
"1470",1470,"FLAT",3,1,3,3,2,2,3,1,2,4,2,3,3,2,2,2,3,3,2,1,2,3
"1471",1471,"FLAT",3,0,3,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"1472",1472,"FLAT",3,1,1,1,3,2,1,3,2,1,2,1,1,1,1,3,1,1,2,1,1,1
"1473",1473,"FLAT",3,0,2,2,2,2,2,3,3,1,2,1,3,2,1,1,2,1,3,1,1,1
"1474",1474,"FLAT",3,1,3,3,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1
"1475",1475,"FLAT",3,0,3,3,1,1,3,1,3,2,3,3,3,2,1,1,3,3,2,1,2,2
"1476",1476,"FLAT",3,1,3,3,2,1,2,1,4,3,3,3,2,1,1,1,2,1,1,1,1,2
"1477",1477,"FLAT",3,0,2,3,3,1,1,2,3,2,3,2,3,2,1,2,2,2,1,1,1,1
"1478",1478,"FLAT",3,1,3,3,1,3,1,1,3,1,3,3,1,1,1,3,3,NA,1,1,3,3
"1479",1479,"FLAT",3,0,2,2,2,2,2,1,1,1,3,2,2,1,2,1,2,1,1,1,1,1
"1480",1480,"FLAT",3,1,2,3,4,3,2,4,1,2,4,2,4,4,4,4,2,4,2,4,2,4
"1481",1481,"FLAT",3,0,2,3,3,1,2,3,3,1,3,1,3,2,2,2,1,2,2,1,1,1
"1482",1482,"FLAT",3,1,3,2,1,1,3,2,2,1,1,2,1,1,2,1,3,2,2,1,1,2
"1483",1483,"FLAT",3,0,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
"1484",1484,"FLAT",3,1,2,3,3,2,3,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2
"1485",1485,"FLAT",3,0,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3
"1486",1486,"FLAT",3,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2
"1487",1487,"FLAT",3,0,4,4,3,2,4,2,2,2,1,4,4,1,1,1,3,4,2,1,3,4
"1488",1488,"FLAT",3,1,2,2,3,2,2,3,3,1,3,2,2,1,2,1,2,2,3,2,2,2
"1489",1489,"FLAT",3,0,2,2,2,1,3,1,2,2,1,3,2,1,1,2,1,2,3,1,1,1
"1490",1490,"FLAT",3,1,3,2,1,1,3,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1
"1491",1491,"FLAT",3,0,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,3,3
"1492",1492,"FLAT",3,1,3,3,1,1,3,1,1,2,1,3,3,2,1,1,3,3,1,1,2,3
"1493",1493,"FLAT",3,0,3,2,1,1,2,1,1,2,1,2,3,1,1,1,4,3,1,1,2,2
"1494",1494,"FLAT",3,1,2,3,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"1495",1495,"FLAT",3,0,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1
"1496",1496,"FLAT",3,1,2,2,3,1,1,2,1,1,2,2,3,2,1,1,2,1,3,1,1,2
"1497",1497,"FLAT",3,0,3,3,1,1,3,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"1498",1498,"FLAT",3,1,3,4,2,1,3,2,1,2,2,3,4,2,1,2,3,4,2,1,3,3
"1499",1499,"FLAT",3,0,2,2,3,2,2,2,4,1,4,2,2,4,3,4,1,2,3,3,2,2
"1500",1500,"FLAT",3,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2
"1501",1501,"FLAT",3,0,2,2,3,3,2,3,4,1,2,2,2,2,2,2,2,3,3,2,1,1
"1502",1502,"FLAT",3,1,3,3,1,1,3,1,2,NA,2,3,1,1,1,3,3,2,1,1,2,3
"1503",1503,"FLAT",3,0,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1
"1504",1504,"FLAT",3,1,2,2,3,1,2,1,1,2,4,2,2,1,3,3,2,2,1,3,2,2
"1505",1505,"FLAT",3,0,3,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3
"1506",1506,"FLAT",3,1,1,1,4,4,1,4,1,2,4,2,2,4,4,1,1,1,3,4,2,2
"1507",1507,"FLAT",3,0,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"1508",1508,"FLAT",3,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2
"1509",1509,"FLAT",3,0,3,2,2,1,3,3,3,1,2,3,2,1,1,2,3,2,3,1,1,2
"1510",1510,"FLAT",3,1,2,2,3,1,2,2,2,1,3,2,1,1,3,2,2,1,1,1,1,1
"1511",1511,"FLAT",3,0,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2
"1512",1512,"FLAT",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1513",1513,"FLAT",3,0,4,4,1,1,3,1,1,3,2,3,4,1,1,1,3,4,1,1,1,3
"1514",1514,"FLAT",3,1,2,3,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"1515",1515,"FLAT",3,0,2,2,3,1,1,2,3,2,2,1,2,2,2,2,1,2,3,2,1,2
"1516",1516,"FLAT",3,1,2,3,2,1,3,1,1,2,2,2,4,2,1,1,3,2,1,1,2,2
"1517",1517,"FLAT",3,0,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1
"1518",1518,"FLAT",3,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"1519",1519,"FLAT",3,0,3,3,1,1,3,1,1,3,2,3,3,1,2,1,3,3,1,2,3,3
"1520",1520,"FLAT",3,1,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"1521",1521,"FLAT",3,0,3,3,1,1,3,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1
"1522",1522,"FLAT",3,1,4,4,2,1,4,1,1,3,1,2,4,1,1,1,3,3,1,1,3,3
"1523",1523,"FLAT",3,0,1,2,3,2,1,2,4,2,4,2,2,3,3,2,2,2,3,2,1,2
"1524",1524,"FLAT",3,1,3,3,1,1,2,1,1,1,1,2,3,1,1,1,2,3,1,1,1,2
"1525",1525,"FLAT",3,0,3,4,2,1,3,1,1,3,2,3,3,2,2,2,3,3,1,2,1,3
"1526",1526,"FLAT",3,1,3,4,2,1,3,1,1,3,1,3,4,2,1,1,3,3,1,1,3,3
"1527",1527,"FLAT",3,0,1,3,4,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1
"1528",1528,"FLAT",3,1,2,2,3,1,2,3,3,2,2,2,2,1,1,2,2,1,2,1,1,1
"1529",1529,"FLAT",3,0,2,2,2,2,3,1,1,1,2,2,4,1,1,1,2,2,1,1,1,2
"1530",1530,"FLAT",3,1,2,3,2,1,2,1,3,2,1,2,3,1,1,1,2,2,2,1,1,2
"1531",1531,"FLAT",3,0,2,2,4,3,2,2,2,2,3,2,2,2,2,1,2,2,3,2,1,2
"1532",1532,"FLAT",3,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"1533",1533,"FLAT",3,0,3,3,1,1,2,2,1,2,1,2,4,1,1,1,3,2,1,1,2,2
